NCESSCH School ID,CT Unemployment Rate,CT Pct Adults with College Degree,CT Pct Childre In Married Couple Family,CT Median Household Income,School ACT average (or equivalent if SAT score),School Pct Free and Reduced Lunch
130129002153,5%,82%,85%,97188,22.62,7%
130129002365,11%,73%,81%,79679,23.38,25%
130129002526,7%,78%,72%,95625,21.67,26%
130129003649,4%,81%,91%,103050,21.74,16%
130129003781,4%,62%,72%,74417,21.91,17%
130135000581,10%,51%,43%,33093,19.15,57%
130138000591,14%,18%,72%,24009,18.81,57%
130141000603,4%,71%,90%,69359,21.25,23%
130141001501,4%,83%,84%,104522,22.57,7%
130141001885,5%,54%,71%,49924,21.32,31%
130141002025,5%,75%,80%,66721,22.96,17%
130141003903,8%,61%,69%,49500,20.67,29%
130144000622,13%,38%,63%,41232,20.25,46%
130147003900,8%,45%,72%,40625,19.15,53%
130150000754,7%,29%,16%,33656,21.28,39%
130150001108,4%,61%,90%,76222,21.57,19%
130150002028,9%,64%,84%,68929,21.67,29%
130153000080,7%,46%,50%,43281,19.27,69%
130156000769,18%,41%,51%,34523,18.22,98%
130159000775,8%,39%,76%,42637,20.52,38%
130162000786,14%,68%,71%,62104,19.54,62%
130162003836,12%,29%,45%,22706,13.83,79%
130165002253,14%,57%,67%,44596,20.89,30%
130168000802,9%,85%,70%,53234,22.99,18%
130171000612,14%,44%,17%,21833,18.27,87%
130174000636,20%,61%,36%,39830,17.22,72%
130174000639,24%,66%,57%,58614,16.25,70%
130174000644,14%,68%,58%,46795,16.83,79%
130174000665,8%,94%,100%,32356,19.84,51%
130174000666,34%,53%,45%,40795,16.00,76%
130174000669,10%,78%,88%,90017,18.52,60%
130174000679,16%,65%,34%,50485,18.10,60%
130174000686,23%,40%,38%,29579,16.29,80%
130174000690,8%,92%,93%,119330,22.18,30%
130174000692,13%,74%,62%,58935,24.16,33%
130174000707,5%,45%,72%,43750,18.00,88%
130174000708,15%,61%,47%,32564,15.73,83%
130174000712,15%,51%,50%,42115,15.81,83%
130174000721,11%,90%,95%,131250,22.47,36%
130174001553,15%,81%,51%,76667,17.69,58%
130174002479,20%,67%,62%,62869,16.22,66%
130174002537,13%,58%,32%,47392,16.49,76%
130174003332,19%,67%,33%,33701,16.73,74%
130174003708,14%,58%,61%,41009,20.84,57%
130174003884,12%,86%,49%,72895,24.55,23%
130174003915,12%,81%,41%,47109,18.88,43%
130174003921,14%,58%,61%,41009,13.51,60%
130177003340,7%,47%,60%,41103,19.05,60%
130180001889,7%,38%,50%,29164,17.52,99%
130183000819,25%,53%,32%,25799,17.74,100%
130183000824,37%,32%,7%,14032,16.68,100%
130183000832,27%,55%,32%,22135,15.39,100%
130183000839,12%,72%,64%,56042,18.86,100%
130186000853,18%,56%,55%,41250,18.13,67%
130186000864,10%,54%,38%,45229,20.59,51%
130186001976,16%,50%,63%,52673,19.37,33%
130186002317,9%,68%,84%,65423,19.35,36%
130186004034,7%,62%,52%,61105,17.83,55%
130187000873,10%,49%,39%,28490,19.00,71%
130189001707,5%,34%,77%,32996,17.95,64%
130189003887,7%,35%,60%,42500,19.30,44%
130192000884,12%,57%,34%,35550,18.10,96%
130195000886,7%,33%,53%,37222,18.74,91%
130198000890,4%,47%,69%,60785,20.05,29%
130198001594,12%,58%,82%,67619,20.76,20%
130201000894,16%,24%,42%,26211,17.83,55%
130204000905,11%,39%,55%,28026,17.81,59%
130204002033,13%,47%,35%,29196,17.86,67%
130207000909,10%,53%,64%,38864,18.08,99%
130210000912,13%,42%,69%,34904,20.32,46%
130213001892,8%,75%,75%,73929,23.72,11%
130213002165,4%,90%,96%,153480,23.47,8%
130213002167,9%,75%,80%,83969,21.13,27%
130213002168,10%,81%,89%,69803,19.62,33%
130213002877,10%,78%,71%,91875,22.11,9%
130219000937,11%,45%,82%,62708,20.69,48%
130219002373,15%,51%,68%,39803,20.32,39%
130219002375,10%,53%,67%,51446,22.06,29%
130219003351,12%,47%,78%,37946,21.91,53%
130222000893,11%,63%,66%,60192,22.18,20%
130222000956,10%,55%,63%,48401,21.67,27%
130222001897,4%,86%,97%,111000,23.69,10%
130222003354,8%,57%,93%,86484,22.45,11%
130222003954,11%,89%,87%,115525,23.57,4%
130225000961,9%,33%,72%,40389,20.35,45%
130228000967,14%,79%,49%,45733,16.59,85%
130228000987,8%,96%,97%,143611,22.25,35%
130228001005,2%,87%,70%,94773,24.35,9%
130228001024,4%,80%,53%,43986,20.96,38%
130228001031,13%,83%,52%,70352,18.37,54%
130228002119,15%,89%,95%,81651,23.74,22%
130228002120,11%,64%,43%,58809,16.61,69%
130228002124,12%,63%,50%,48447,18.30,77%
130228002172,11%,85%,85%,98877,24.30,8%
130228002181,9%,85%,74%,71218,23.03,30%
130228002560,8%,85%,80%,92640,26.31,6%
130228003364,9%,85%,82%,80602,24.47,9%
130228003913,11%,77%,64%,63110,16.29,67%
130228003935,6%,90%,83%,118392,24.45,6%
130228004045,21%,59%,28%,49413,16.27,55%
130228004099,6%,93%,93%,138822,23.89,7%
130231001048,7%,60%,76%,44311,19.08,61%
130234001053,8%,48%,70%,32334,20.23,54%
130240001065,30%,34%,8%,18532,20.93,36%
130240001068,11%,43%,14%,25510,19.52,54%
130243001959,7%,30%,65%,39263,19.44,58%
130243003374,11%,56%,77%,50699,19.27,44%
130246001083,15%,38%,36%,33783,17.69,86%
130249002386,9%,26%,44%,25632,16.86,99%
130252001092,30%,24%,25%,21647,17.30,69%
130252002429,12%,76%,69%,56927,19.98,48%
130255000959,10%,76%,74%,71696,21.94,33%
130255001114,6%,81%,83%,101031,22.67,33%
130255001118,9%,74%,69%,81806,22.11,45%
130255001123,11%,78%,77%,69819,24.06,10%
130255001127,8%,71%,73%,87130,21.28,35%
130255001129,15%,47%,51%,36429,19.93,65%
130255001132,1%,83%,85%,95329,21.08,57%
130255001135,12%,75%,81%,57750,18.91,52%
130255001905,13%,49%,69%,43586,18.35,71%
130255001906,11%,83%,87%,104077,22.84,23%
130255001937,8%,66%,65%,42961,19.22,54%
130255001980,11%,51%,68%,40432,17.98,78%
130255002387,13%,76%,85%,60291,21.15,30%
130255002903,3%,82%,74%,103858,22.50,25%
130255003376,9%,70%,82%,82269,22.81,18%
130255003553,12%,60%,48%,51077,27.50,25%
130255003838,5%,69%,71%,73273,20.81,29%
130255003916,8%,72%,79%,70086,21.69,28%
130255003998,8%,52%,60%,61456,20.96,33%
130255004057,11%,63%,78%,78106,14.90,13%
130258001145,6%,52%,85%,46611,20.01,44%
130261001161,12%,67%,86%,73925,22.37,23%
130261001162,5%,50%,67%,37180,18.74,63%
130261001168,7%,52%,64%,58491,18.91,59%
130261002043,5%,64%,84%,62625,18.83,54%
130261002569,9%,71%,61%,52093,20.57,47%
130261002571,9%,59%,82%,75345,20.59,25%
130261003403,10%,33%,75%,37202,17.78,63%
130264001178,21%,27%,46%,22647,15.17,54%
130267001183,12%,50%,54%,44851,19.86,44%
130270002270,4%,65%,72%,65058,20.62,24%
130273001193,11%,41%,62%,36235,18.86,46%
130279001201,15%,35%,55%,36994,18.98,47%
130282001205,15%,53%,50%,50802,18.22,53%
130282001208,10%,70%,63%,62472,17.76,66%
130282002130,13%,78%,71%,86196,20.74,44%
130282002391,9%,61%,64%,57765,22.45,21%
130282002916,10%,65%,66%,57419,18.81,43%
130282003407,6%,64%,74%,73644,19.15,36%
130282003414,7%,71%,77%,76978,20.79,21%
130282003418,11%,64%,85%,77545,20.15,33%
130282003928,15%,47%,66%,64447,19.81,34%
130288001222,5%,63%,64%,43945,21.23,42%
130288001230,18%,38%,31%,22575,19.93,53%
130288001240,22%,62%,57%,42969,20.25,53%
130288002179,4%,77%,79%,78335,21.45,21%
130288003969,5%,72%,73%,85456,21.59,18%
130291001246,13%,45%,57%,33162,20.59,53%
130294002134,6%,62%,73%,60158,20.84,31%
130294003421,7%,40%,52%,40081,19.81,56%
130297003423,9%,43%,76%,40703,19.91,57%
130300001259,11%,37%,57%,35559,19.42,54%
130303001260,6%,62%,73%,60158,22.59,20%
130306001291,23%,33%,45%,24832,18.59,72%
130309001270,12%,39%,24%,29127,18.03,99%
130312000055,8%,37%,61%,35518,17.91,50%
130315001279,5%,64%,68%,59427,19.54,35%
130321001294,17%,46%,55%,32386,18.37,55%
130324002403,15%,54%,49%,37704,17.81,67%
130327000057,8%,50%,79%,61304,20.23,30%
130330001303,13%,68%,62%,42828,18.81,52%
130330002182,10%,59%,58%,50551,19.54,43%
130333002408,16%,43%,46%,33846,18.98,45%
130336001371,16%,44%,50%,47357,18.32,59%
130339001310,14%,66%,16%,19227,20.30,35%
130342002505,14%,57%,67%,44596,21.98,40%
130345001322,21%,36%,62%,27143,15.73,66%
130348001333,9%,41%,65%,47240,19.18,48%
130351001342,12%,78%,67%,64247,21.25,52%
130354001346,19%,35%,43%,31500,18.37,58%
130357002183,15%,41%,49%,29681,18.69,56%
130360002413,12%,40%,51%,41419,17.66,61%
130363001362,16%,32%,37%,32943,18.37,63%
130363001364,21%,33%,77%,35225,16.25,67%
130366002415,13%,45%,30%,27552,17.69,89%
130369001912,15%,30%,46%,35917,18.79,98%
130369002416,16%,37%,67%,31250,19.00,98%
130372001373,23%,34%,38%,29973,19.66,45%
130375002418,7%,36%,58%,31838,19.13,54%
130378001378,9%,57%,67%,47172,20.10,39%
130384001381,10%,41%,57%,30833,18.03,62%
130384003574,13%,28%,64%,33679,17.25,99%
130384003849,13%,28%,64%,33679,18.52,55%
130387001387,11%,83%,63%,66764,18.54,40%
130387001397,2%,87%,87%,85000,18.37,53%
130387001406,13%,85%,46%,50856,24.96,14%
130387001418,21%,46%,34%,32604,17.64,100%
130387001421,7%,50%,31%,40226,17.27,98%
130387001430,20%,56%,9%,32983,17.10,100%
130387001439,16%,37%,15%,23125,16.64,96%
130387002583,7%,80%,69%,69263,20.03,25%
130387003636,22%,46%,18%,21569,18.52,68%
130393001023,7%,60%,48%,46465,20.23,37%
130393001454,17%,52%,58%,39219,18.30,63%
130393003436,15%,49%,66%,45128,18.15,50%
130396000148,5%,73%,85%,80135,23.28,17%
130396003437,5%,80%,87%,84330,22.57,18%
130399001468,3%,43%,52%,44271,19.62,48%
130402001471,7%,48%,50%,51484,18.86,42%
130402002188,9%,51%,75%,62298,20.03,28%
130402002338,11%,57%,62%,50998,19.22,37%
130402003438,7%,55%,63%,54367,19.15,32%
130402003625,9%,82%,92%,89950,20.47,16%
130405001483,9%,49%,62%,42950,19.30,56%
130408002461,19%,22%,49%,18208,19.05,92%
130411002276,10%,48%,58%,39833,20.37,41%
130414001915,10%,37%,68%,45722,20.54,44%
130417000546,11%,61%,60%,49023,19.96,32%
130420001509,8%,42%,89%,45893,19.57,83%
130420001510,11%,38%,60%,31028,19.00,83%
130422001514,13%,34%,46%,34774,19.18,57%
130426003882,3%,54%,20%,37768,20.84,67%
130432001520,10%,48%,74%,32440,20.05,48%
130435002427,15%,41%,41%,26560,16.42,81%
130438001528,10%,62%,49%,32776,17.03,97%
130438001533,11%,60%,78%,31750,17.15,97%
130438001534,39%,37%,0%,16719,21.40,97%
130438001536,15%,58%,29%,39347,15.83,97%
130438001542,5%,75%,11%,34083,20.23,97%
130438001549,14%,54%,64%,48281,17.30,97%
130438001562,9%,45%,35%,29038,16.81,97%
130438001567,11%,50%,0%,15761,24.82,97%
130438001573,39%,37%,0%,16719,15.95,97%
130438002339,14%,53%,34%,30091,18.88,97%
130441001583,18%,47%,39%,38606,19.30,55%
130441001591,14%,65%,53%,56396,19.05,47%
130441002193,14%,71%,57%,71079,17.91,57%
130444000028,18%,45%,18%,25391,21.91,58%
130447002428,7%,50%,62%,42214,18.66,42%
130450001611,10%,36%,29%,30915,18.20,59%
130453001391,12%,51%,39%,30948,18.64,92%
130454001617,9%,50%,76%,49046,19.32,42%
130456001619,10%,50%,74%,33025,20.76,47%
130462000001,6%,52%,52%,37147,16.64,69%
130465001637,19%,41%,35%,31781,15.27,78%
130477000780,9%,49%,38%,28378,18.61,89%
130480002440,21%,37%,58%,26723,19.30,64%
130483002442,3%,27%,45%,28363,17.88,94%
130486001658,13%,28%,19%,27136,16.27,72%
130489002146,7%,71%,50%,42779,18.81,46%
130495001673,7%,71%,50%,42779,20.10,35%
130498002282,7%,53%,48%,33609,18.86,95%
130504001693,13%,47%,45%,31176,18.86,100%
130507002999,13%,61%,67%,41707,20.89,42%
130510001699,5%,33%,54%,38935,18.59,99%
130513002467,11%,29%,60%,33016,22.06,24%
130519001712,16%,33%,46%,24587,17.34,96%
130522002446,6%,32%,60%,34213,16.22,94%
130525001720,5%,43%,66%,28280,21.03,41%
130528001724,18%,36%,31%,23948,17.52,55%
130531001732,18%,60%,48%,32500,18.69,97%
130534001739,11%,53%,74%,41645,20.98,52%
130537002093,20%,44%,56%,34916,22.06,59%
130537002286,11%,47%,57%,29950,22.13,50%
130539001772,13%,38%,30%,30424,18.81,52%
130539002288,7%,60%,54%,48191,20.45,29%
130539003901,13%,49%,81%,53255,19.71,32%
130543001777,2%,31%,27%,19329,20.59,54%
130546001782,24%,26%,53%,30247,16.68,80%
130549001788,11%,43%,37%,29509,17.15,72%
130555001800,12%,54%,43%,30475,19.35,50%
130564001811,10%,19%,66%,32440,19.18,67%
130567001870,4%,51%,47%,38500,20.67,38%
130570001818,13%,18%,80%,40423,18.69,64%
130570001819,13%,48%,75%,44240,20.40,42%
130570004053,19%,34%,79%,39762,20.71,50%
130573002232,8%,36%,68%,33079,18.59,68%
130576003852,8%,52%,81%,44934,20.18,94%
130579001841,7%,26%,51%,34821,18.17,70%
130585001849,10%,46%,53%,43517,18.08,56%
170000105115,10%,57%,79%,44500,21.00,30%
170000205087,8%,60%,73%,44524,19.10,46%
170000305119,7%,60%,68%,52765,21.30,29%
170000403010,6%,66%,81%,57417,18.40,46%
170000505126,6%,47%,83%,46971,20.90,34%
170000705083,5%,62%,58%,54063,20.60,28%
170001405224,5%,73%,73%,48516,19.70,29%
170004100254,12%,54%,78%,40728,20.00,28%
170004405230,11%,51%,80%,52717,20.00,25%
170004505236,10%,51%,57%,39375,18.10,45%
170009205255,13%,47%,38%,34958,16.90,43%
170010605361,4%,64%,75%,62258,19.50,22%
170010905366,10%,57%,75%,53438,19.10,34%
170011005370,24%,41%,55%,27227,15.90,77%
170011305387,7%,40%,57%,35985,18.40,46%
170011405391,12%,43%,77%,39591,19.30,53%
170011505395,5%,54%,68%,48633,18.50,34%
170012200702,8%,49%,68%,46310,19.10,32%
170012300873,8%,57%,74%,54773,20.00,30%
170012501425,8%,53%,78%,53777,20.40,33%
170015302517,6%,57%,64%,46197,20.10,31%
170017602389,9%,41%,89%,43961,17.70,52%
170021703614,14%,57%,60%,34866,18.20,56%
170022304221,8%,59%,66%,50156,19.20,33%
170031004970,13%,35%,56%,36473,18.80,39%
170031405701,7%,68%,82%,54293,19.90,35%
170031905597,9%,62%,83%,55793,18.20,35%
170032005601,15%,47%,48%,35833,19.80,56%
170032105608,15%,47%,48%,35833,19.90,31%
170032405625,8%,58%,60%,56940,18.70,22%
170032605634,6%,59%,75%,53623,21.30,23%
170033205812,7%,59%,53%,39079,19.10,29%
170138405922,6%,66%,63%,50014,20.00,33%
170138705910,11%,47%,63%,36926,18.50,50%
170139005987,7%,64%,71%,57778,19.20,29%
170139500018,4%,62%,61%,42143,19.10,37%
170140006135,20%,65%,29%,47083,19.30,51%
170140306148,11%,56%,71%,44848,19.90,37%
170141306274,10%,51%,61%,40123,18.50,41%
170351000034,7%,59%,71%,52930,20.20,37%
170360000035,12%,62%,69%,32917,19.40,47%
170366000058,5%,61%,70%,54625,19.10,26%
170369000060,4%,45%,79%,42692,20.70,26%
170378000067,8%,51%,66%,39129,19.10,40%
170381000069,10%,44%,68%,39850,20.30,21%
170387000075,7%,77%,89%,91591,21.20,20%
170387005622,8%,70%,85%,91375,22.50,12%
170396000083,6%,50%,74%,51890,17.90,43%
170399000085,10%,59%,74%,58581,19.70,30%
170402000088,17%,31%,57%,46386,18.70,57%
170417000110,4%,86%,90%,102629,23.30,17%
170417000111,8%,81%,86%,56667,22.30,34%
170417000113,9%,80%,89%,63736,24.70,15%
170417000114,6%,73%,88%,85951,24.40,10%
170417000115,10%,54%,65%,53577,22.60,28%
170417000117,3%,54%,79%,73125,20.50,40%
170426000121,5%,33%,85%,56511,21.90,29%
170438000127,8%,50%,75%,54797,19.80,25%
170447000131,6%,60%,72%,61518,20.30,18%
170462000142,5%,53%,78%,63584,20.10,19%
170468000143,10%,27%,66%,42827,17.10,63%
170471000174,17%,36%,64%,47140,18.70,54%
170477000176,5%,64%,75%,64678,20.70,22%
170492000184,8%,82%,72%,82580,22.50,16%
170505000188,12%,87%,77%,96518,24.40,17%
170522000202,8%,81%,89%,86851,23.40,11%
170531000216,11%,34%,54%,35391,17.70,64%
170543000223,12%,62%,77%,67981,21.50,19%
170546000225,10%,42%,64%,39188,19.10,37%
170564000242,9%,74%,51%,50441,20.20,33%
170564000243,11%,57%,41%,42042,19.60,38%
170579000255,15%,40%,86%,48972,18.50,38%
170579005909,15%,47%,59%,47824,19.70,29%
170597000278,13%,59%,46%,34830,19.40,47%
170612000298,9%,63%,68%,66250,19.50,31%
170639000309,4%,64%,94%,72279,19.30,21%
170642000312,14%,46%,48%,48272,16.70,80%
170642000313,29%,45%,41%,30813,17.30,78%
170648000318,7%,66%,78%,48359,19.80,49%
170654000339,13%,67%,85%,67263,19.40,50%
170654000342,15%,43%,56%,47763,17.40,73%
170654000343,17%,65%,93%,58763,19.30,56%
170696000360,12%,67%,51%,46982,20.90,34%
170705000364,13%,52%,58%,60114,17.90,43%
170705000365,24%,61%,47%,45153,16.50,52%
170705000366,12%,70%,74%,59400,20.70,26%
170705000367,6%,65%,64%,66133,19.20,28%
170720000375,4%,85%,94%,103988,21.80,15%
170765005478,7%,63%,76%,48561,20.30,23%
170777000392,11%,56%,72%,50568,20.00,35%
170783000397,12%,64%,78%,81528,22.90,11%
170795000401,10%,53%,59%,37877,17.70,43%
170801000407,5%,66%,75%,64335,22.30,21%
170804000409,15%,45%,43%,31586,15.90,83%
170816000429,3%,53%,86%,62051,19.30,27%
170822000431,8%,54%,81%,44302,19.60,32%
170825000437,5%,56%,70%,39693,19.40,43%
170828000438,12%,49%,62%,28289,19.10,47%
170837000454,10%,77%,15%,12208,21.20,48%
170840000458,5%,67%,78%,53750,20.30,32%
170840000459,8%,84%,83%,87782,22.20,12%
170840000460,4%,73%,93%,101875,21.80,16%
170843000461,11%,66%,68%,42413,21.10,30%
170846000466,5%,63%,60%,52367,18.80,28%
170850000472,4%,74%,47%,43068,18.00,29%
170855000485,3%,67%,80%,66200,21.30,22%
170855000486,6%,86%,87%,114722,22.50,20%
170855000487,21%,26%,59%,45575,18.80,57%
170861000501,8%,62%,65%,44466,21.10,29%
170864000504,6%,73%,61%,42650,22.90,34%
170910002875,8%,57%,74%,54773,20.00,20%
170930000538,12%,69%,68%,49750,18.60,52%
170933000540,5%,65%,84%,64702,19.50,16%
170940005404,5%,56%,90%,55116,19.20,23%
170942000545,9%,69%,48%,44977,20.10,45%
170942000546,5%,86%,72%,33720,20.50,42%
170960000567,17%,84%,33%,13235,21.00,32%
170981000579,5%,38%,49%,50969,19.20,29%
170993000587,6%,90%,49%,64153,17.00,86%
170993000588,19%,81%,26%,41250,14.90,98%
170993000626,14%,45%,62%,51875,15.70,87%
170993000671,43%,40%,5%,14005,17.70,95%
170993000681,10%,19%,63%,35739,18.70,82%
170993000714,6%,96%,100%,42667,27.50,32%
170993000718,29%,20%,45%,27647,14.80,99%
170993000722,13%,52%,38%,33500,16.60,97%
170993000758,36%,53%,23%,20281,17.10,93%
170993000788,14%,13%,39%,29805,15.90,99%
170993000792,33%,48%,26%,44500,14.40,99%
170993000799,10%,37%,17%,40526,16.10,95%
170993000809,23%,28%,70%,39608,15.30,98%
170993000851,13%,76%,61%,49018,15.70,92%
170993000852,32%,48%,24%,31897,14.30,98%
170993000879,30%,51%,4%,21638,14.40,97%
170993000889,10%,34%,51%,43250,17.70,89%
170993000893,20%,79%,46%,31399,15.40,96%
170993000895,31%,61%,28%,42628,15.20,96%
170993000920,13%,21%,58%,38354,16.80,94%
170993000923,13%,27%,61%,36436,15.90,97%
170993000924,9%,60%,87%,75972,18.70,71%
170993000925,9%,84%,45%,38108,19.50,63%
170993000931,16%,65%,9%,20938,20.60,68%
170993000941,4%,96%,91%,105952,18.50,78%
170993000942,6%,82%,81%,76488,24.40,46%
170993000943,16%,83%,31%,61382,14.80,98%
170993000967,35%,52%,8%,19279,14.20,99%
170993000972,24%,39%,25%,42870,14.70,80%
170993000977,10%,82%,88%,72368,17.00,80%
170993000990,4%,94%,100%,80091,27.10,36%
170993001002,8%,82%,76%,65972,17.90,72%
170993001061,17%,71%,41%,22891,15.00,97%
170993001072,39%,63%,4%,29297,14.80,96%
170993001086,3%,88%,74%,68348,15.00,97%
170993001093,11%,46%,55%,49375,15.70,91%
170993001111,2%,78%,87%,84542,16.40,86%
170993001114,3%,75%,75%,63906,18.50,89%
170993001125,24%,45%,11%,27031,14.50,79%
170993001139,20%,44%,53%,52539,16.80,85%
170993001149,7%,67%,47%,42246,15.80,95%
170993001153,11%,62%,71%,58750,19.20,47%
170993001161,32%,33%,22%,33229,14.60,98%
170993001180,9%,50%,40%,44104,19.70,62%
170993001185,3%,98%,79%,89583,22.40,45%
170993001189,23%,38%,62%,39949,16.90,83%
170993001192,5%,94%,57%,94507,15.70,95%
170993001198,12%,29%,36%,43477,17.80,86%
170993001980,13%,37%,46%,46146,17.40,86%
170993002031,25%,62%,25%,33996,23.20,64%
170993003450,5%,93%,79%,80726,17.20,92%
170993003473,18%,65%,78%,75804,14.70,95%
170993003474,14%,47%,43%,34509,16.00,95%
170993003479,5%,83%,83%,78517,20.00,90%
170993003481,10%,82%,88%,72368,29.60,28%
170993003487,17%,71%,41%,22891,17.90,89%
170993003505,5%,83%,83%,78517,17.70,88%
170993003539,30%,51%,4%,21638,15.00,95%
170993003542,20%,79%,46%,31399,17.80,80%
170993003555,24%,29%,49%,31026,17.50,96%
170993003981,19%,81%,26%,41250,16.80,85%
170993003989,6%,60%,34%,34865,29.40,24%
170993004266,36%,33%,12%,23472,14.90,98%
170993004715,28%,57%,29%,18750,19.20,96%
170993005051,36%,41%,14%,25323,15.40,98%
170993005061,13%,48%,72%,64911,17.80,84%
170993005072,20%,47%,19%,25694,15.20,96%
170993005074,11%,29%,55%,29324,16.60,96%
170993005075,17%,40%,4%,11209,14.90,96%
170993005076,25%,44%,15%,28488,16.60,99%
170993005078,3%,75%,75%,63906,19.00,86%
170993005092,11%,66%,35%,25250,18.50,87%
170993005147,9%,71%,81%,82673,20.40,40%
170993005663,10%,75%,71%,32197,15.60,97%
170993005677,20%,26%,48%,28058,17.00,98%
170993005787,9%,70%,42%,26862,16.90,95%
170993005788,21%,12%,69%,33449,16.80,96%
170993005789,21%,53%,29%,27559,14.70,99%
170993005791,40%,40%,41%,25769,22.90,57%
170993005792,,,,,16.50,89%
170993005793,21%,12%,69%,33449,16.60,96%
170993005794,21%,12%,69%,33449,15.30,99%
170993005795,21%,12%,69%,33449,18.10,95%
170993005884,43%,44%,0%,19568,16.60,83%
170993005890,35%,39%,18%,21913,14.60,95%
170993005894,6%,92%,68%,104292,18.80,67%
170993005916,43%,44%,0%,19568,15.00,97%
170993005926,35%,39%,18%,21913,14.00,98%
170993005942,22%,39%,1%,14146,14.40,97%
170993005983,20%,34%,32%,23750,14.80,94%
170993005984,35%,39%,18%,21913,15.40,98%
170993006055,47%,34%,3%,11708,18.50,81%
170993006058,27%,44%,0%,11358,20.50,42%
170993006072,5%,90%,80%,78790,18.00,80%
170993006076,12%,79%,44%,52393,16.20,92%
170993006083,15%,43%,21%,25542,20.90,72%
170993006088,19%,34%,58%,28649,16.60,96%
170993006092,,,,,17.70,89%
170993006093,8%,74%,55%,67480,18.50,48%
170993006094,12%,79%,44%,52393,16.90,80%
170993006103,14%,36%,56%,32725,17.40,85%
170993006132,31%,43%,1%,9500,17.40,78%
170993006138,17%,20%,71%,43295,17.00,89%
